,credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
9483,692,Female,36,3,79551.12,1,0,1,178267.07,0
6820,528,Male,29,3,102787.42,1,1,0,55972.56,0
1519,544,Female,64,3,124043.8,1,1,1,111402.97,1
8196,588,Male,30,3,115007.08,1,0,0,176858.5,0
1378,715,Female,35,4,40169.88,2,1,1,199857.47,0
5672,619,Male,29,5,0.0,2,1,0,194310.1,0
1023,642,Male,32,3,0.0,2,1,1,88698.83,0
2587,563,Male,33,8,0.0,2,0,1,68815.05,0
7042,544,Male,44,1,0.0,2,0,0,69244.24,0
5621,569,Female,44,4,0.0,2,0,0,134394.78,0
7637,766,Male,32,6,185714.28,1,1,1,102502.5,0
5008,534,Male,36,4,120037.96,1,1,0,36275.94,0
2857,534,Male,51,3,0.0,2,0,1,20856.31,0
8254,637,Male,28,3,123675.69,1,1,1,166458.41,0
5771,623,Male,44,1,83325.77,1,0,1,80828.78,0
5842,608,Female,38,9,102406.76,1,0,1,57600.66,0
8027,684,Male,39,4,207034.96,2,0,0,157694.76,1
5832,709,Male,26,6,156551.63,1,0,1,4410.77,0
1629,736,Male,46,5,130812.91,1,1,1,77981.54,1
4888,437,Male,49,9,111634.29,2,0,1,166440.32,0
4526,798,Male,34,9,154495.79,1,1,0,191395.88,0
3523,835,Male,35,6,127120.07,1,1,0,28707.69,0
5904,692,Male,45,6,142084.04,4,1,0,188305.85,1
7781,705,Male,34,7,117715.84,1,1,0,2498.67,0
3607,682,Male,37,5,0.0,2,0,1,112554.68,0
9418,639,Female,27,2,0.0,1,1,1,82938.99,0
5220,571,Male,37,9,139592.98,3,1,0,104152.65,1
234,585,Female,67,5,113978.97,2,0,1,93146.11,0
7755,675,Male,34,8,0.0,2,1,1,184842.21,0
3796,537,Male,26,7,106397.75,1,0,0,103563.23,0
4118,529,Male,28,9,0.0,2,1,1,52545.24,0
6318,738,Female,57,9,148384.64,1,0,0,155047.11,1
5001,754,Male,35,4,0.0,2,1,1,9658.41,0
3800,850,Female,28,2,0.0,2,1,1,38773.74,0
7809,579,Male,43,2,145843.82,1,1,1,198402.37,1
3899,752,Female,36,2,119912.46,1,1,0,124354.92,0
5024,745,Female,44,0,119638.21,1,1,1,34265.08,1
1948,680,Male,35,9,0.0,2,0,0,143774.06,0
6361,416,Female,25,0,97738.97,2,1,1,160523.33,0
470,631,Male,27,10,134169.62,1,1,1,176730.02,0
9944,744,Male,41,7,190409.34,2,1,1,138361.48,0
3492,655,Female,45,7,57327.04,1,0,1,47349.0,0
6091,850,Female,33,2,83415.04,1,0,1,74917.64,0
2671,799,Male,35,7,0.0,2,0,1,140780.8,0
9800,762,Female,35,3,119349.69,3,1,1,47114.18,1
2224,631,Male,55,9,99685.06,1,1,0,114474.98,0
1106,678,Female,38,2,0.0,2,0,0,115068.99,0
2188,708,Female,32,8,187487.63,1,1,1,120115.5,0
818,497,Male,27,9,75263.16,1,1,1,164825.04,0
5571,684,Female,38,3,134168.5,3,1,0,3966.5,1
4523,660,Female,52,4,86891.84,1,1,0,90877.76,0
5793,763,Female,32,8,0.0,2,1,0,16725.53,0
9381,765,Male,45,2,91549.78,1,1,1,47139.44,0
8780,820,Male,39,9,111336.89,1,1,0,16770.31,1
7459,645,Female,29,4,0.0,2,1,1,74346.11,0
2624,605,Female,29,3,116805.82,1,0,0,4092.75,0
7094,640,Female,67,3,0.0,1,0,1,42964.63,0
9392,532,Female,39,0,0.0,2,1,0,94977.3,0
9916,616,Female,44,7,193213.02,2,1,1,137392.77,0
9119,731,Female,40,5,171325.98,1,1,1,159718.27,1
888,733,Male,74,3,106545.53,1,1,1,134589.58,0
2437,581,Male,41,8,0.0,2,0,0,29737.14,0
6056,768,Male,25,6,0.0,2,1,1,21215.67,0
7064,718,Female,39,3,0.0,2,1,1,145355.11,0
817,580,Female,42,2,123331.36,1,0,0,103516.08,1
8934,846,Female,37,6,127103.97,1,1,1,41516.44,0
3414,657,Female,37,2,0.0,2,1,1,7667.48,0
6352,741,Male,38,9,0.0,2,1,0,14379.01,0
2341,717,Female,25,7,108664.85,2,1,0,190011.85,0
9029,594,Male,18,1,132694.73,1,1,0,167689.56,0
3167,637,Female,48,7,130806.99,2,1,1,132005.85,1
1809,639,Female,50,6,115335.32,2,1,1,53130.41,0
8035,577,Female,30,8,92472.1,2,0,1,126434.61,0
1264,837,Male,31,9,104678.62,1,0,1,50972.6,0
5086,719,Male,50,2,0.0,2,0,0,10772.13,0
9675,735,Male,39,1,60374.98,1,1,0,40223.74,0
5835,609,Male,37,5,129312.79,1,1,1,26793.82,0
5194,696,Male,27,4,87637.26,2,0,0,196111.35,0
4449,666,Male,36,3,0.0,2,1,0,35156.54,0
4945,529,Female,31,2,164003.05,2,1,1,60993.23,0
4045,687,Female,36,5,0.0,1,1,0,17696.22,0
6503,455,Female,37,6,170057.62,1,0,1,54398.56,0
3702,504,Female,73,8,0.0,1,1,1,34595.58,0
1035,678,Male,30,0,0.0,1,1,0,35113.08,0
9256,765,Male,37,7,102708.77,1,1,0,9087.81,0
5590,775,Male,25,10,60205.2,2,1,0,14073.11,0
1228,659,Female,38,3,0.0,2,1,0,158553.1,0
9999,792,Female,28,4,130142.79,1,1,0,38190.78,0
6811,779,Female,42,5,0.0,2,0,0,25951.91,0
5141,774,Male,32,9,0.0,2,1,0,10604.48,0
52,788,Female,33,5,0.0,2,0,0,116978.19,0
9067,704,Male,41,9,62078.21,2,1,0,129050.67,0
8395,560,Female,30,0,108883.29,1,1,0,27914.95,0
159,631,Female,33,4,123246.7,1,0,0,112687.57,0
7552,636,Male,76,9,126534.6,1,1,1,39789.62,0
1587,592,Female,37,7,0.0,2,1,1,126726.33,0
1589,675,Male,36,7,89409.95,1,1,1,149399.7,0
9841,567,Female,46,1,68238.51,2,1,1,109572.58,0
9328,540,Female,35,7,128369.75,2,1,0,198256.15,0
6930,751,Male,30,3,165257.2,1,0,0,134822.05,0
6596,477,Male,22,5,82559.42,2,0,0,163112.9,1
6174,608,Male,26,1,106648.98,1,0,1,7063.6,0
8098,770,Female,68,2,183555.24,1,0,0,159557.28,1
3858,695,Male,45,9,43134.65,1,0,1,77330.35,0
9814,631,Male,36,1,0.0,2,0,0,133141.34,0
6691,561,Male,24,8,143656.55,1,0,1,180932.46,0
2828,527,Male,33,9,132168.28,1,0,0,98734.15,0
436,627,Female,30,4,79871.02,2,1,0,129826.89,0
8274,748,Female,31,1,99557.94,1,1,0,199255.32,0
8168,597,Female,33,2,0.0,2,1,1,4700.66,0
3878,526,Female,32,6,131938.92,2,1,1,1795.93,0
1588,747,Male,61,7,155973.13,1,0,1,147554.26,0
2780,778,Male,40,8,104291.41,2,1,1,117507.11,0
8981,673,Female,35,6,0.0,2,1,0,98618.79,0
8561,788,Male,36,10,109632.85,1,1,1,16149.13,0
5686,644,Female,46,6,12459.19,1,0,0,156787.34,1
3965,748,Female,23,8,85600.08,1,0,0,134077.71,0
4727,648,Female,19,1,0.0,2,0,1,22101.86,0
973,750,Female,38,7,97257.41,2,0,1,179883.04,0
1238,746,Male,24,3,137492.35,2,0,1,170142.09,0
2951,763,Male,31,7,143966.3,2,1,1,140262.96,1
2342,593,Male,44,5,0.0,1,1,0,128046.98,0
6520,686,Female,41,10,0.0,1,1,0,133086.45,0
7310,627,Female,41,6,0.0,3,1,1,138700.75,1
6046,593,Male,69,2,187013.13,2,0,1,105898.69,0
2158,731,Female,40,7,118991.79,1,1,1,156048.64,0
9288,635,Female,36,9,81231.85,2,1,0,196731.08,0
6589,498,Male,45,7,109200.74,2,0,1,165990.44,0
1497,631,Male,35,9,112392.45,2,1,0,24472.23,0
4545,477,Female,36,3,117700.86,1,0,0,74042.0,0
6465,730,Male,26,6,0.0,2,1,1,185808.7,0
4257,635,Male,29,1,0.0,1,0,1,24865.54,0
2422,746,Female,29,4,105599.67,1,1,1,43106.17,0
8564,519,Male,48,10,71083.98,1,1,0,137959.0,0
5185,764,Female,39,9,138341.51,1,1,0,50072.94,1
5647,660,Male,19,5,127649.64,1,1,1,40368.65,0
357,522,Male,34,9,126436.29,1,1,0,174248.52,1
5242,655,Female,40,0,81954.6,1,1,1,198798.44,1
8011,701,Female,35,2,0.0,2,1,1,65765.22,0
9240,589,Female,46,10,0.0,2,0,1,168369.37,0
2092,655,Male,38,3,250898.09,3,0,1,81054.0,1
5409,575,Male,28,7,0.0,1,1,1,10666.05,0
2015,779,Female,40,2,75470.23,1,1,1,52894.01,0
9059,688,Female,34,9,91025.58,2,0,1,163783.0,0
4044,658,Male,32,8,0.0,1,1,1,80410.68,0
187,525,Female,37,0,0.0,1,0,1,131521.72,0
6858,576,Male,46,4,137367.94,1,1,1,33450.11,0
3655,754,Male,35,6,98585.94,2,0,1,106116.84,0
3426,581,Male,49,10,0.0,2,0,0,41623.59,0
7194,799,Male,70,8,70416.75,1,1,1,36483.52,0
1381,846,Female,41,5,0.0,3,1,0,3440.47,1
7468,542,Female,26,2,0.0,2,1,1,54869.54,0
413,693,Female,41,9,181461.48,3,1,1,187929.43,1
5037,606,Male,38,7,128578.52,1,1,1,193878.51,0
4897,699,Male,40,2,0.0,1,1,0,78387.32,0
3336,690,Male,36,10,0.0,2,1,0,55902.93,0
3606,479,Female,26,1,0.0,2,1,1,19116.97,0
3175,586,Female,35,7,164769.02,3,1,0,119814.25,1
2241,681,Male,42,3,118199.97,2,1,0,9452.88,1
9708,737,Female,22,10,111543.26,2,0,0,106327.85,0
7796,692,Female,36,3,0.0,2,1,1,8282.22,0
256,727,Male,34,10,0.0,2,1,1,198637.34,0
8620,768,Female,40,8,0.0,2,0,1,69080.46,0
200,850,Male,30,2,141040.01,1,1,1,5978.2,0
2235,648,Female,56,6,157559.59,2,1,0,140991.23,1
4743,511,Female,57,8,122950.31,1,1,1,181258.76,0
1767,814,Female,48,7,0.0,2,1,1,132870.15,0
4236,492,Male,35,4,141359.37,2,1,0,39519.53,0
6729,454,Female,50,10,92895.56,1,1,0,154344.0,1
8450,667,Female,44,5,140406.68,2,0,1,57164.19,0
7277,756,Male,32,0,109528.16,2,1,1,56176.31,0
1572,716,Female,44,3,109528.28,1,1,0,27341.63,1
24,846,Female,38,5,0.0,1,1,1,187616.16,0
3363,747,Male,38,2,129728.6,1,1,0,89289.54,0
1088,850,Male,22,2,0.0,2,1,1,9684.52,0
4674,850,Male,41,1,176958.46,2,0,1,125806.3,0
2694,628,Male,29,3,113146.98,2,0,1,124749.08,0
7582,797,Female,33,10,83555.58,1,0,0,69767.14,0
3398,759,Male,41,9,0.0,2,0,1,190294.12,0
3559,650,Female,64,7,142028.36,1,1,0,32275.09,1
9156,504,Female,46,2,163764.84,1,1,1,165122.55,1
2841,801,Male,38,5,0.0,2,1,0,66256.27,0
2311,645,Male,19,9,128514.84,1,0,0,175969.19,0
8333,683,Male,30,4,66190.33,1,1,1,115186.97,0
3234,527,Male,47,1,0.0,1,1,0,21312.16,1
4152,757,Male,31,8,149085.9,2,1,1,197077.36,0
1309,591,Male,30,8,124857.69,2,0,0,50485.7,0
695,664,Male,57,6,0.0,2,1,1,15304.08,0
9859,678,Male,55,4,129646.91,1,1,1,184125.1,1
3752,717,Female,36,2,164557.95,1,0,1,82336.73,0
6337,730,Female,43,1,103960.38,1,1,1,193650.16,0
1227,557,Female,28,7,146445.24,2,1,0,184317.74,0
1999,633,Male,43,3,144164.29,1,1,1,158646.46,0
276,756,Male,62,3,0.0,1,1,1,11199.04,1
8176,702,Male,40,3,148556.74,1,0,1,146056.29,0
7664,602,Male,35,8,0.0,1,1,1,22499.29,0
5929,699,Male,32,3,0.0,2,1,1,170770.44,0
2953,650,Female,43,6,0.0,2,1,1,16301.91,0
3637,845,Female,52,0,0.0,1,1,0,31726.76,1
3906,597,Male,44,8,78128.13,2,0,1,109153.04,0
4778,737,Female,45,2,0.0,2,0,1,177695.67,0
5845,530,Male,33,9,75242.28,1,0,1,101694.67,0
9698,779,Male,49,9,106160.37,1,0,0,116893.87,0
4117,561,Male,37,5,0.0,2,1,0,83093.25,0
7030,574,Male,33,8,100267.03,1,1,0,103006.27,0
1137,583,Female,42,4,0.0,2,1,0,17439.66,0
2767,598,Female,27,10,171283.91,1,1,1,84136.12,0
2334,803,Female,37,1,0.0,2,0,0,7455.2,0
7706,667,Male,31,5,0.0,2,1,1,20346.69,0
942,376,Female,46,6,0.0,1,1,0,157333.69,1
7662,809,Male,50,10,118098.62,1,1,1,100720.02,1
2490,696,Female,35,4,174902.26,1,1,0,69079.85,0
9679,472,Male,19,9,0.0,2,1,0,3453.4,0
6290,555,Female,27,8,102000.17,1,1,1,116757.0,0
4935,505,Male,43,6,127146.68,1,0,0,137565.87,0
3935,728,Male,45,3,108924.33,2,1,0,84300.4,1
6956,571,Male,49,4,180614.04,1,0,0,523.0,0
2384,732,Female,40,10,0.0,2,1,0,154189.08,0
115,628,Female,30,9,132351.29,2,1,1,74169.13,0
1863,731,Male,25,8,96950.21,1,1,0,97877.92,0
9976,637,Female,33,7,103377.81,1,1,0,84419.78,0
3119,680,Female,51,5,143139.87,1,0,0,47795.43,1
4258,782,Male,35,7,98556.89,2,1,0,117644.36,0
6705,663,Male,33,5,157274.36,2,1,1,28531.81,0
902,645,Female,48,7,90612.34,1,1,1,149139.13,0
2819,730,Female,34,5,74197.38,2,1,0,96875.52,0
3822,850,Female,39,0,104386.53,1,1,0,105886.77,0
8161,588,Male,31,4,99607.37,2,0,1,35877.03,0
6890,490,Male,39,1,0.0,3,1,0,171060.01,1
9090,809,Female,39,5,0.0,1,1,0,77705.75,0
4699,844,Male,56,5,99529.7,1,0,1,157230.06,1
8918,641,Female,52,4,0.0,1,1,0,90964.54,1
3802,615,Female,44,9,126104.98,2,0,1,110718.02,0
6068,676,Female,41,4,101457.14,1,1,1,79101.67,0
5810,495,Female,42,7,0.0,2,0,0,130404.53,0
3536,534,Male,29,7,174851.9,1,1,1,79178.31,0
3825,548,Male,44,8,0.0,1,1,0,16989.77,0
8642,499,Female,44,6,77627.33,2,1,0,108222.68,0
8608,727,Female,31,3,82729.47,2,1,0,60212.51,0
4810,632,Male,38,4,0.0,2,0,0,192505.62,0
1946,648,Male,34,3,95039.73,2,1,1,147055.87,0
8600,710,Male,43,9,128284.45,1,1,0,32996.89,1
7136,826,Female,49,0,0.0,1,0,0,178709.98,1
5335,651,Female,39,8,0.0,1,1,0,137452.57,0
3488,587,Female,35,3,83286.56,1,1,0,125553.52,0
1610,588,Female,24,0,0.0,2,1,1,140586.08,0
7461,596,Male,32,4,0.0,2,0,1,146504.35,0
8473,770,Female,33,6,0.0,2,1,1,126131.9,0
4677,706,Female,48,10,104478.12,3,0,1,158248.71,1
4959,543,Female,46,5,140355.6,1,1,1,85086.78,0
5867,627,Male,62,3,143426.34,2,1,1,143104.3,0
8763,727,Male,61,0,128213.96,2,1,1,188729.08,1
4761,799,Female,32,3,106045.92,2,1,1,17938.0,0
2194,850,Female,34,2,0.0,2,1,1,171706.66,0
8003,603,Male,57,6,105000.85,2,1,1,87412.24,1
5701,625,Female,49,4,128504.76,1,1,0,126812.63,1
5113,754,Female,47,1,185513.67,1,1,0,27438.83,0
557,598,Male,41,3,91536.93,1,1,0,191468.78,1
8065,430,Male,49,3,137115.16,1,1,0,146516.86,1
5139,700,Male,47,4,0.0,1,1,0,121798.52,1
1207,752,Male,30,4,81523.38,1,1,1,36885.85,0
7033,651,Male,45,4,0.0,2,0,0,193009.21,0
7309,547,Female,22,7,141287.15,1,1,0,118142.79,0
1510,535,Male,33,2,133040.32,1,1,1,110299.78,0
6769,762,Female,44,7,159316.64,1,0,0,24780.13,0
3829,587,Female,36,1,70784.27,1,1,0,30579.82,0
3732,722,Male,46,6,0.0,1,1,1,93917.68,1
7957,850,Female,34,3,129668.43,2,1,1,88743.99,0
3211,686,Female,27,1,115095.88,2,0,0,78622.46,0
3630,656,Male,46,9,143267.14,2,0,0,193099.43,0
1708,699,Female,49,2,0.0,1,0,0,105760.01,0
1845,737,Male,36,9,0.0,1,0,1,188670.9,1
266,498,Male,34,2,0.0,2,1,1,148528.24,0
5985,705,Male,33,7,68423.89,1,1,1,64872.55,0
1140,618,Female,37,5,96652.86,1,1,0,98686.4,1
3162,608,Male,34,7,86656.13,1,0,1,59890.29,0
6207,644,Male,33,9,141234.98,1,1,0,95673.05,0
2046,520,Male,34,8,120018.86,2,1,1,343.38,0
3730,683,Male,38,3,126152.84,1,0,0,15378.75,0
1909,670,Female,32,3,0.0,2,1,0,46175.7,0
7307,850,Male,28,8,67639.56,2,1,1,194245.29,0
2660,767,Female,44,2,152509.25,1,1,1,136915.15,0
656,549,Male,25,6,193858.2,1,0,1,21600.11,0
6660,776,Female,29,5,0.0,2,1,1,143301.49,0
1307,645,Male,49,2,0.0,2,0,0,10023.15,0
9429,651,Female,32,8,144581.96,1,1,1,87609.5,0
998,811,Female,28,4,167738.82,2,1,1,9903.42,0
7432,724,Male,31,2,160997.54,2,0,1,64831.36,0
2834,850,Male,30,9,121535.18,1,0,0,40313.47,0
9178,798,Female,39,6,119787.76,1,1,1,164248.33,0
5880,537,Male,28,0,88963.31,2,1,1,189839.93,0
1237,717,Male,42,5,0.0,2,1,0,172665.21,0
2151,753,Male,57,7,0.0,1,1,0,159475.08,1
7919,593,Male,31,8,112713.34,1,1,1,176868.89,0
9695,710,Male,37,6,135795.63,1,0,1,46523.6,0
7189,647,Female,40,9,0.0,2,0,1,92357.21,0
8303,521,Male,43,8,0.0,1,1,1,93180.09,0
6578,850,Female,28,9,0.0,2,1,0,185821.41,0
5091,505,Male,43,5,136855.94,2,1,0,171070.52,0
2186,556,Male,37,9,145018.64,2,1,0,90928.02,1
1134,769,Female,27,2,0.0,1,1,1,57876.05,0
5004,502,Female,57,3,101465.31,1,1,0,43568.31,1
7974,716,Male,50,2,119655.77,1,1,1,12944.17,1
1303,593,Female,32,9,134096.53,2,1,0,53931.05,1
8468,678,Female,27,5,87099.85,2,1,0,149550.95,0
1627,680,Male,32,5,92961.61,1,1,0,116957.6,0
9281,661,Female,31,3,133964.3,1,1,1,166187.1,0
1522,787,Female,35,1,106266.8,1,1,1,16607.15,0
9810,712,Male,27,10,0.0,1,1,0,94544.88,0
358,737,Male,41,1,101960.74,1,1,1,123547.28,0
138,584,Female,48,2,213146.2,1,1,0,75161.25,1
299,627,Male,33,5,0.0,2,1,1,103737.82,0
1556,850,Female,29,10,0.0,2,1,1,94815.04,0
5099,595,Female,45,9,106000.12,1,0,0,191448.96,1
382,492,Female,30,10,77168.87,2,0,1,146700.22,0
8312,587,Male,47,6,71026.77,1,1,0,57962.41,0
6948,750,Female,33,3,161801.47,1,0,1,153288.97,1
4857,849,Male,27,0,0.0,2,0,1,157891.86,0
3180,678,Female,60,10,117738.81,1,1,0,147489.76,1
1439,778,Female,65,7,0.0,1,1,1,77867.23,0
7269,655,Male,34,7,118028.35,1,1,0,51226.32,1
5673,639,Male,34,5,139393.19,2,0,0,33950.08,0
946,599,Female,39,4,0.0,1,1,0,194273.2,1
2390,602,Male,32,7,184715.86,2,1,0,113781.99,0
5498,563,Male,35,3,106250.72,1,0,0,39546.32,0
7073,679,Male,40,1,0.0,1,1,1,16897.19,0
9230,582,Male,35,8,121309.17,2,1,1,28750.67,0
2721,564,Female,44,3,111760.4,3,1,1,104722.47,1
1932,655,Female,56,5,0.0,2,1,1,41782.7,0
7423,699,Male,36,2,123601.56,2,1,0,103557.85,0
3236,673,Female,32,0,0.0,1,1,1,72873.33,0
3140,653,Male,30,4,0.0,2,1,0,120736.04,0
4163,627,Female,35,7,0.0,2,0,1,193022.44,0
8888,743,Male,23,3,110203.77,1,1,0,95583.45,0
3807,470,Male,30,3,101140.76,1,1,1,50906.65,0
9479,781,Male,35,1,0.0,2,0,0,42117.9,0
6983,706,Male,35,5,0.0,2,1,1,81718.37,0
8904,683,Male,40,4,95053.1,1,1,1,116816.54,1
9722,679,Female,36,3,0.0,2,1,1,2243.41,0
4154,726,Male,34,3,0.0,2,1,0,196288.46,0
4172,636,Female,35,2,0.0,2,1,1,23129.46,0
796,702,Female,46,9,98444.19,1,0,1,109563.28,0
2416,850,Male,46,9,117640.39,1,1,0,88920.68,0
7170,678,Male,36,0,107379.68,1,1,1,84460.18,0
6139,652,Female,37,4,0.0,2,1,0,143393.24,0
785,792,Male,36,5,92140.15,1,0,1,67468.67,0
7067,746,Female,24,4,0.0,1,0,1,94105.0,0
3158,643,Female,31,3,167949.48,1,1,0,143162.34,0
123,684,Female,48,10,126384.42,1,1,1,198129.36,0
9457,678,Male,28,2,109137.12,1,1,1,58814.41,0
9246,762,Male,20,1,139432.55,1,1,1,85606.83,0
2172,661,Male,35,2,117212.18,1,1,1,83052.03,0
2169,773,Male,43,8,81844.91,2,1,1,35908.46,0
6880,570,Male,23,2,0.0,1,0,0,198830.98,0
4009,446,Female,39,1,90217.07,1,1,0,191350.48,0
9296,586,Female,56,9,100781.75,2,1,1,54448.41,0
4340,577,Female,44,8,115557.0,1,0,1,127506.76,0
910,604,Male,36,6,116229.85,2,1,1,79633.38,0
6268,670,Female,45,5,47884.92,1,1,1,54340.24,0
7771,850,Male,29,1,154640.41,1,1,1,164039.51,0
2309,599,Male,46,9,123444.72,1,1,1,31368.08,1
9658,713,Female,39,10,0.0,2,1,1,126263.97,0
3634,681,Male,23,7,157761.56,1,0,0,147759.84,0
1257,628,Female,38,3,0.0,2,1,1,48924.73,0
6591,758,Female,33,7,0.0,1,1,0,188156.34,0
4458,633,Male,37,2,0.0,2,1,0,182258.17,0
6133,667,Female,33,4,127076.68,2,1,0,69011.66,0
1178,552,Male,49,4,0.0,1,1,1,190296.76,1
4652,734,Female,39,3,92636.96,2,1,1,125671.29,0
6218,707,Male,43,10,0.0,2,1,0,118368.2,0
3650,537,Male,38,3,0.0,2,0,0,141023.01,0
442,534,Female,34,7,121551.58,2,1,1,70179.0,0
3415,578,Male,40,6,63609.92,1,0,0,74965.61,1
1399,517,Female,29,5,0.0,2,1,0,103402.88,0
1457,850,Male,66,4,0.0,2,0,1,64350.8,0
7524,660,Female,40,8,167181.01,1,1,1,185156.94,0
5744,749,Female,43,1,124209.02,1,1,1,167179.48,0
1054,602,Female,22,7,141604.76,1,1,0,30379.6,0
8998,674,Female,38,10,83727.68,1,1,0,45418.12,0
3275,658,Male,25,3,0.0,2,0,1,173948.4,0
1463,517,Male,37,5,113308.84,1,0,1,31517.16,0
3699,749,Male,37,10,185063.7,2,1,1,134526.87,0
3759,721,Male,40,9,118129.87,1,1,1,160277.65,0
929,764,Female,24,7,106234.02,1,0,0,115676.38,0
5511,667,Male,32,0,103846.65,1,1,0,20560.69,0
6468,767,Female,35,6,115576.44,1,0,1,27922.45,0
8412,699,Male,22,9,99339.0,1,1,0,68297.61,1
1829,725,Male,45,8,116917.07,1,0,0,173464.43,1
2928,668,Female,39,0,122104.79,1,1,0,112946.67,1
8295,722,Male,40,6,0.0,2,1,1,111893.09,0
6538,546,Male,34,4,165363.31,2,1,1,25744.13,1
4221,701,Male,23,5,186101.18,2,1,1,76611.33,0
3546,542,Male,43,6,113567.94,1,1,0,89543.25,0
5598,616,Female,57,7,116936.81,1,1,1,104379.36,0
8937,731,Male,31,1,132512.26,1,1,1,185466.85,0
7318,632,Female,32,1,0.0,2,1,0,19525.65,0
8350,556,Male,38,2,114756.14,1,1,0,193214.05,0
2011,570,Male,32,9,117337.54,2,0,1,62810.91,0
913,756,Male,27,1,131899.0,1,1,0,93302.29,0
8248,633,Male,29,6,117412.35,1,0,0,30338.94,0
7265,738,Female,38,7,0.0,2,0,0,69227.42,0
3219,505,Female,37,10,122453.97,2,1,1,52693.99,0
2606,657,Male,32,3,118829.03,2,1,1,73127.61,0
3264,738,Male,35,5,161274.05,2,1,0,181429.87,0
4928,513,Male,39,7,89039.9,2,1,1,146738.83,0
8661,773,Female,36,4,105858.71,1,0,1,4395.45,0
6564,652,Female,47,0,126597.89,2,1,1,38798.79,1
8129,847,Male,31,5,0.0,2,1,1,76326.67,0
6,822,Male,50,7,0.0,2,1,1,10062.8,0
2980,850,Female,41,3,99945.93,2,1,0,71179.31,0
6583,727,Male,21,8,153344.72,1,1,1,163295.87,0
3361,602,Female,48,7,76595.08,2,0,0,127095.14,0
4774,811,Female,35,7,0.0,1,1,1,178.19,0
1943,728,Male,39,6,152182.83,1,0,0,161203.6,0
7452,573,Male,44,8,0.0,2,0,0,62424.46,0
5499,850,Female,27,8,111837.78,2,1,1,110805.79,0
1635,516,Female,33,7,127305.5,1,1,1,120037.36,0
1141,617,Male,40,5,190008.32,2,1,1,107047.92,0
2041,840,Female,39,1,94968.97,1,1,0,84487.62,0
6703,681,Male,49,8,142946.18,1,0,0,187280.51,1
7818,542,Male,25,8,139330.1,1,0,0,54372.37,0
2070,719,Female,42,4,0.0,1,1,0,28465.86,1
3134,694,Male,34,5,127900.03,1,1,0,101737.8,0
5160,510,Male,44,6,0.0,2,1,1,175518.31,0
8331,645,Male,38,1,68079.8,1,0,1,166264.89,0
5275,683,Female,42,8,0.0,2,0,1,198134.9,0
2242,621,Female,30,2,101014.08,2,1,1,165257.31,0
1474,755,Female,30,6,154221.37,2,0,1,62688.55,0
8590,771,Female,41,10,108309.0,4,1,1,137510.41,1
1889,665,Female,23,9,143672.9,1,1,1,115147.33,0
3435,676,Female,34,4,89437.03,1,1,1,189540.95,0
7593,418,Male,28,7,98738.92,1,1,0,122190.22,0
7745,660,Male,40,5,131754.11,2,1,1,38761.61,0
3705,612,Female,35,3,0.0,1,1,1,48108.72,0
2021,716,Female,18,3,128743.8,1,0,0,197322.13,0
4020,721,Male,42,4,102936.72,1,0,0,1187.88,0
8830,562,Female,39,6,130565.02,1,1,0,9854.72,1
8443,619,Male,23,5,132725.1,1,1,1,143913.33,0
3500,850,Female,32,5,106290.64,1,1,0,121982.73,0
2658,670,Male,40,2,164948.98,3,0,0,177028.0,1
8456,715,Male,37,9,165252.52,1,1,0,85286.3,0
6888,618,Female,31,4,0.0,2,1,0,29176.04,0
1130,571,Female,34,1,101736.66,1,0,1,195651.66,0
5557,700,Female,39,5,144550.83,2,1,1,189664.43,0
7358,600,Female,49,6,0.0,1,0,1,148087.88,1
1819,714,Male,45,8,150900.29,2,0,1,139889.15,0
7538,601,Male,28,6,0.0,2,1,0,14665.28,0
9386,717,Female,33,10,102185.42,2,1,0,23231.93,0
4318,673,Female,77,10,76510.52,2,0,1,59595.66,0
9604,770,Male,31,3,155047.56,2,1,1,186064.34,0
4144,655,Male,44,8,87471.63,1,0,1,188593.98,0
4669,443,Male,50,3,117206.3,1,1,0,42840.18,1
1236,662,Male,33,0,103471.52,1,1,1,162703.0,0
5476,828,Male,47,1,109876.82,2,1,0,83611.45,1
9836,587,Male,39,10,0.0,2,1,1,170409.45,0
1856,527,Female,29,2,27755.97,1,1,0,97468.44,1
2282,572,Male,37,1,133043.66,1,0,0,111243.09,0
8693,621,Female,50,5,0.0,2,1,0,191756.54,1
9320,636,Male,31,6,0.0,2,1,1,2382.61,0
4093,764,Female,48,1,75990.97,1,1,0,158323.81,1
7061,603,Female,35,9,145623.36,1,1,0,163181.62,0
5200,512,Male,42,9,93955.83,2,1,0,14828.54,0
6401,556,Female,46,10,0.0,2,0,0,109184.24,0
9929,755,Male,38,4,111096.91,1,1,1,19762.88,0
3421,593,Female,39,0,117704.73,1,1,0,197933.5,0
9269,642,Male,35,4,125476.31,1,1,1,91775.51,0
386,611,Male,46,6,0.0,2,1,0,45886.33,0
8548,517,Male,46,4,0.0,1,1,0,22372.78,0
1628,662,Female,30,9,0.0,2,0,1,157884.83,0
3585,757,Male,28,7,120911.75,2,1,1,131249.46,0
7412,697,Male,36,7,0.0,2,1,1,74760.32,0
